Date,Open,High,Low,Close
3-January-2008,20143.44,20181.00,19905.22,19998.17,
4-January-2008,20184.41,20494.62,20157.75,20297.51,
7-January-2008,20254.24,20265.43,19997.22,20141.96,
8-January-2008,20267.19,20346.71,19317.16,19538.34,
9-January-2008,19495.37,19662.89,19191.63,19423.72,
10-January-2008,19574.29,19747.54,18697.24,18770.14,
11-January-2008,18869.80,18984.20,18447.69,18750.60,
14-January-2008,18820.36,19100.32,18703.08,18856.00,
15-January-2008,18935.41,19054.02,18525.96,18610.63,
16-January-2008,18467.81,18467.81,17590.47,18020.25,
17-January-2008,18133.00,18389.70,17795.62,18147.00,
18-January-2008,18055.00,18148.19,17128.71,17258.80,
21-January-2008,17139.80,17139.80,13968.18,14963.38,
22-January-2008,14318.40,14335.18,12184.33,14114.03,
23-January-2008,14755.06,15642.83,14380.44,15081.00,
24-January-2008,15309.54,15571.01,14065.08,14220.68,
25-January-2008,14796.97,15700.26,14619.40,15603.79,
28-January-2008,15122.19,15553.05,14653.48,15442.75,
29-January-2008,15620.37,15739.33,15206.15,15540.75,
30-January-2008,15556.11,15837.51,15342.22,15406.33,
31-January-2008,15466.57,15491.57,14867.75,15312.92,
1-February-2008,15468.01,16005.45,15199.96,15910.16,
4-February-2008,16146.60,16650.38,16146.60,16438.19,
5-February-2008,16376.21,16848.52,16203.72,16793.81,
6-February-2008,16441.19,16441.19,15977.69,16189.46,
7-February-2008,16202.62,16441.76,15456.68,15528.84,
8-February-2008,15547.45,15632.21,14877.93,15114.84,
11-February-2008,15080.38,15080.38,14063.99,14274.25,
12-February-2008,14402.35,14680.30,14179.61,14273.05,
13-February-2008,14644.13,14853.53,14487.55,14774.31,
14-February-2008,15049.11,15659.29,15049.11,15621.89,
15-February-2008,15417.52,16207.25,15246.37,16167.16,
18-February-2008,16323.69,16446.93,16019.80,16247.20,
19-February-2008,16456.72,16623.92,16141.44,16209.95,
20-February-2008,16101.36,16270.36,15656.14,15833.53,
21-February-2008,16041.49,16485.75,16041.49,16439.38,
22-February-2008,16293.99,16526.43,16183.18,16368.94,
25-February-2008,16511.20,16571.41,15945.82,16530.16,
26-February-2008,16660.78,16853.83,16568.80,16801.01,
27-February-2008,17042.02,17195.35,16553.54,16642.01,
28-February-2008,16687.95,17023.02,16652.68,16972.01,
29-February-2008,16923.65,16923.65,16310.71,16739.52,
3-March-2008,16353.70,16506.13,15694.18,15798.87,
4-March-2008,15869.53,16017.50,15370.01,15833.58,
5-March-2008,15873.79,16157.44,15776.85,16016.46,
7-March-2008,15732.05,15813.66,15062.62,15453.60,
10-March-2008,15206.54,15884.91,14868.32,15799.61,
11-March-2008,15618.16,16201.14,15602.96,16072.74,
12-March-2008,16354.34,16461.88,15598.69,15688.91,
13-March-2008,15396.89,15396.89,14314.72,14373.96,
14-March-2008,14409.28,14894.79,14409.28,14844.87,
17-March-2008,14415.06,14415.06,13636.60,13725.52,
